"Fortnight";"Year";"Code_point_Libelle";"latitude";"longitude";"ssr";"tcc";"u10";"v10"
1;2007;"Antifer ponton pétrolier";49,75;0,25;99629,5443004762;0,772774241202381;7,56837455625;3,82527517694643
1;2007;"Arcachon - Bouée 7";44,5;0;151832,967589583;0,795309414915774;1,60320830591071;1,07544789006548
1;2007;"At so";50,25;1,5;87325,6693991071;0,778720945032738;7,3155157871131;3,33318100375595
1;2007;"Auger";45,75;0;127640,99532128;0,867357266821429;2,3660872937619;1,77777411474107
1;2007;"Cabourg";49,25;0;102361,924229464;0,77581378408631;4,43675162022321;2,91418384182738
1;2007;"Le Cornard";46;0;121988,046065357;0,868487287517857;2,81298387641964;1,98311546778542
1;2007;"Loguivy";48,75;0;97675,0558166964;0,839864622732143;3,80145687289881;2,64685376554762
1;2007;"Men er Roue";47,5;0;112964,979135119;0,829019939401786;3,42757286238393;2,22590536484196
1;2007;"Ouest Loscolo";47,5;0;112964,979135119;0,829019939401786;3,42757286238393;2,22590536484196
1;2007;"Point 1 Boulogne";50,75;1,5;88186,4918899405;0,773610153745536;8,15476251508928;4,00981925192262
1;2007;"Teychan bis";44,75;0;147707,847220833;0,823852060458333;1,61713923055952;1,15430064357411
1;2007;"les Hébihens";48,75;0;97675,0558166964;0,839864622732143;3,80145687289881;2,64685376554762
1;2008;"Antifer ponton pétrolier";49,75;0,25;121643,305270328;0,774643573223214;2,10495370135417;5,27647546886905
1;2008;"Arcachon - Bouée 7";44,5;0;159752,014919762;0,716881871626488;0,254165387516369;1,99466710565774
1;2008;"At so";50,25;1,5;109086,50823506;0,765748017477083;1,82111179838393;4,71293420185863
1;2008;"Auger";45,75;0;136800,873041072;0,715046916266667;0,264143281922619;3,04850079944845
1;2008;"Cabourg";49,25;0;124354,113251488;0,803324095619048;1,00576039533929;3,8908906521131
1;2008;"Le Cornard";46;0;134334,548009375;0,731685663699405;0,449968408833333;3,14119132252768
1;2008;"Loguivy";48,75;0;114926,222116072;0,845949523773065;0,948638419828274;3,64394624375804
1;2008;"Men er Roue";47,5;0;127214,306394941;0,771037428568452;0,617847918791964;2,89050344976518
1;2008;"Ouest Loscolo";47,5;0;127214,306394941;0,771037428568452;0,617847918791964;2,89050344976518
1;2008;"Point 1 Boulogne";50,75;1,5;110122,918400387;0,739012034164881;2,23519438099494;5,15122313046935
1;2008;"Teychan bis";44,75;0;156029,936823691;0,713409747195833;0,121733648327381;2,09270228217113
1;2008;"les Hébihens";48,75;0;114926,222116072;0,845949523773065;0,948638419828274;3,64394624375804
1;2009;"Antifer ponton pétrolier";49,75;0,25;136174,711630958;0,608203299311607;-1,87666521008929;0,949089923307143
1;2009;"Arcachon - Bouée 7";44,5;0;171399,109970238;0,730405046819048;-0,504404079948214;-0,421259767614583
1;2009;"At so";50,25;1,5;120552,047055054;0,635371683257738;-1,05604203153869;0,734601752927679
1;2009;"Auger";45,75;0;181955,673061607;0,54798799916131;-1,58238406093006;-1,082825504975
1;2009;"Cabourg";49,25;0;143716,975771321;0,591420360764881;-1,10495240994673;0,857123151497024
1;2009;"Le Cornard";46;0;176170,479865476;0,575806635793155;-1,96188576816071;-1,32647175735714
1;2009;"Loguivy";48,75;0;140244,348195798;0,619228554728423;-0,901804294047619;0,399861567539881
1;2009;"Men er Roue";47,5;0;151639,445769583;0,58587599066994;-1,68601902258036;-0,552494178348512
1;2009;"Ouest Loscolo";47,5;0;151639,445769583;0,58587599066994;-1,68601902258036;-0,552494178348512
1;2009;"Point 1 Boulogne";50,75;1,5;116006,726262911;0,680330219872321;-0,562939305066071;0,807070788949405
1;2009;"Teychan bis";44,75;0;177573,191292857;0,693795672218155;-0,671315720371429;-0,557939180970238
1;2009;"les Hébihens";48,75;0;140244,348195798;0,619228554728423;-0,901804294047619;0,399861567539881
1;2010;"Antifer ponton pétrolier";49,75;0,25;127800,410636786;0,697873591268452;-2,4775003001369;-0,0381477648065476
1;2010;"Arcachon - Bouée 7";44,5;0;139470,019446131;0,861580915949405;0,189510623458333;-0,412501855315476
1;2010;"At so";50,25;1,5;110419,54541881;0,684087505970833;-1,99362067083393;-0,301687576397917
1;2010;"Auger";45,75;0;138179,399329167;0,820620772967262;-0,803452453983036;-0,943537956136905
1;2010;"Cabourg";49,25;0;121140,98532119;0,686333465464286;-1,20571293584583;0,182158619363095
1;2010;"Le Cornard";46;0;138760,315448512;0,814373282095238;-0,972857315319345;-1,0662858325506
1;2010;"Loguivy";48,75;0;114693,019866696;0,730094180943452;-0,67052298397619;-0,277742635404762
1;2010;"Men er Roue";47,5;0;146897,572575327;0,726308782477381;-0,807289659366071;-0,889466549582887
1;2010;"Ouest Loscolo";47,5;0;146897,572575327;0,726308782477381;-0,807289659366071;-0,889466549582887
1;2010;"Point 1 Boulogne";50,75;1,5;101000,48610131;0,688356621108631;-2,1062619843631;-0,598167350491071
1;2010;"Teychan bis";44,75;0;139959,262725893;0,873885103919643;-0,0316068818214286;-0,591793083922619
1;2010;"les Hébihens";48,75;0;114693,019866696;0,730094180943452;-0,67052298397619;-0,277742635404762
1;2011;"Antifer ponton pétrolier";49,75;0,25;91308,3350402381;0,824669759104167;2,83076924464286;4,17767708734524
1;2011;"Arcachon - Bouée 7";44,5;0;170792,117259226;0,751007763936012;0,0671294685446429;1,09891484214286
1;2011;"At so";50,25;1,5;81817,2723415179;0,814156380482143;2,69000519903214;3,36137559305952
1;2011;"Auger";45,75;0;144626,41804494;0,791757224082738;0,00271697772916666;1,44005113313095
1;2011;"Cabourg";49,25;0;93669,3001930655;0,813782203208333;1,80170421955357;3,12426081584821
1;2011;"Le Cornard";46;0;139693,728274881;0,79203393906994;0,178564010556548;1,55545267573571
1;2011;"Loguivy";48,75;0;91337,6539000893;0,831361180679167;1,59054586023512;2,72331735905863
1;2011;"Men er Roue";47,5;0;108428,83270497;0,822996710217262;1,14270020704167;1,99713065943452
1;2011;"Ouest Loscolo";47,5;0;108428,83270497;0,822996710217262;1,14270020704167;1,99713065943452
1;2011;"Point 1 Boulogne";50,75;1,5;81575,5329969941;0,819597932566667;3,05338542195536;3,34846452954464
1;2011;"Teychan bis";44,75;0;166915,997290774;0,735275955787798;-0,0597776922232143;1,09821186969702
1;2011;"les Hébihens";48,75;0;91337,6539000893;0,831361180679167;1,59054586023512;2,72331735905863
1;2012;"Antifer ponton pétrolier";49,75;0,25;114156,454920292;0,714369868949405;5,78627031633929;0,0739486077154762
1;2012;"Arcachon - Bouée 7";44,5;0;164598,334944345;0,663164568720536;1,41087699334226;-0,229503005761905
1;2012;"At so";50,25;1,5;102707,528083393;0,683636078630952;5,63726535440476;0,00671404566369049
1;2012;"Auger";45,75;0;143845,989594048;0,665258616116667;1,23925290074107;-0,351408543575893
1;2012;"Cabourg";49,25;0;112637,52115172;0,744122735247024;3,49469359201488;0,379070589735119
1;2012;"Le Cornard";46;0;135977,765634524;0,691482090157738;1,29949019989286;-0,330296802169643
1;2012;"Loguivy";48,75;0;103773,773736601;0,71214516242247;2,77358923042768;0,154039951852679
1;2012;"Men er Roue";47,5;0;112974,220212631;0,729390290517857;2,14659631938988;0,203036129220238
1;2012;"Ouest Loscolo";47,5;0;112974,220212631;0,729390290517857;2,14659631938988;0,203036129220238
1;2012;"Point 1 Boulogne";50,75;1,5;104498,074111732;0,675132320092262;5,99710370898809;0,322148529815476
1;2012;"Teychan bis";44,75;0;163674,113049405;0,636675324924107;1,37850790614167;-0,276427831644643
1;2012;"les Hébihens";48,75;0;103773,773736601;0,71214516242247;2,77358923042768;0,154039951852679
1;2013;"Antifer ponton pétrolier";49,75;0,25;86015,3101390417;0,902880900059524;2,68888746324405;0,75357715089881
1;2013;"Arcachon - Bouée 7";44,5;0;154334,263257738;0,78334216446131;0,868075308182738;-0,255987057958929
1;2013;"At so";50,25;1,5;80615,8766354911;0,895801405505952;2,09674549959226;0,394580639133929
1;2013;"Auger";45,75;0;143830,686675893;0,840605521592857;0,492042544580357;-0,296876980589286
1;2013;"Cabourg";49,25;0;87969,6914847827;0,894271096696429;1,64905529644643;0,710522044357143
1;2013;"Le Cornard";46;0;138649,166357738;0,836819038480655;0,491470666830357;-0,259370335683333
1;2013;"Loguivy";48,75;0;86281,9760695982;0,907916532083333;1,55217994487086;0,466216220326488
1;2013;"Men er Roue";47,5;0;116222,810284196;0,848615708764881;1,3512428283125;0,046622380610119
1;2013;"Ouest Loscolo";47,5;0;116222,810284196;0,848615708764881;1,3512428283125;0,046622380610119
1;2013;"Point 1 Boulogne";50,75;1,5;77137,7687861369;0,875299194928571;2,15376483911607;0,467465040895833
1;2013;"Teychan bis";44,75;0;154509,70055744;0,759427001276786;0,760158513301786;-0,29372837816875
1;2013;"les Hébihens";48,75;0;86281,9760695982;0,907916532083333;1,55217994487086;0,466216220326488
1;2014;"Antifer ponton pétrolier";49,75;0,25;121978,784099792;0,688882254672024;3,34406028323929;6,41943208883929
1;2014;"Arcachon - Bouée 7";44,5;0;161401,139772322;0,774282114245238;-0,13367475105506;2,08362891148512
1;2014;"At so";50,25;1,5;109792,374620923;0,678930842376488;2,94005590216964;5,76115597127976
1;2014;"Auger";45,75;0;133916,949842262;0,78401035521131;0,343226713063988;3,08268631170238
1;2014;"Cabourg";49,25;0;117043,774502619;0,689955958895833;1,93747955584315;4,6874597231994
1;2014;"Le Cornard";46;0;131471,673263691;0,792305429879464;0,690702935280655;3,25929236463012
1;2014;"Loguivy";48,75;0;104934,324222441;0,740398285999107;1,8229675610506;4,30815943834315
1;2014;"Men er Roue";47,5;0;113675,939454583;0,743773039309524;1,35797153765893;3,3479236431875
1;2014;"Ouest Loscolo";47,5;0;113675,939454583;0,743773039309524;1,35797153765893;3,3479236431875
1;2014;"Point 1 Boulogne";50,75;1,5;106957,266173244;0,684707513803571;3,77583916953869;6,20385314181845
1;2014;"Teychan bis";44,75;0;155421,971408333;0,795426948666667;-0,207399008011905;2,21150327881845
1;2014;"les Hébihens";48,75;0;104934,324222441;0,740398285999107;1,8229675610506;4,30815943834315
1;2015;"Antifer ponton pétrolier";49,75;0,25;103112,181610366;0,813251939419643;5,58362444869941;4,43789585819048
1;2015;"Arcachon - Bouée 7";44,5;0;170179,517350893;0,713115457810714;0,741777017382143;1,03651299502679
1;2015;"At so";50,25;1,5;88109,7727646013;0,815065727758929;5,42193559895774;3,68043658925068
1;2015;"Auger";45,75;0;128417,055390655;0,737786369529167;1,14790434386756;1,98195534378274
1;2015;"Cabourg";49,25;0;105330,282430018;0,814778613157738;3,21156220571131;3,06962582006161
1;2015;"Le Cornard";46;0;121448,773388839;0,74437864971875;1,45286479591994;2,13728954645238
1;2015;"Loguivy";48,75;0;96726,4953564972;0,830365771354167;2,788885551875;2,7606277398631
1;2015;"Men er Roue";47,5;0;96826,0315006787;0,843794120940476;2,1706527488125;2,10078699923214
1;2015;"Ouest Loscolo";47,5;0;96826,0315006787;0,843794120940476;2,1706527488125;2,10078699923214
1;2015;"Point 1 Boulogne";50,75;1,5;88861,0735777025;0,817474911742857;6,09215499059821;4,03769212383036
1;2015;"Teychan bis";44,75;0;161700,195225;0,728432713321429;0,682071337914881;1,15487635099405
1;2015;"les Hébihens";48,75;0;96726,4953564972;0,830365771354167;2,788885551875;2,7606277398631
1;2016;"Antifer ponton pétrolier";49,75;0,25;115534,692772958;0,728112126339286;4,46249589590476;4,82486463861994
1;2016;"Arcachon - Bouée 7";44,5;0;129977,118982143;0,858925674821429;2,46676852526786;1,9395464923631
1;2016;"At so";50,25;1,5;103810,770986208;0,744397542877976;3,40923708335387;4,43686330757887
1;2016;"Auger";45,75;0;123581,514211964;0,815991743053571;2,21653664633839;2,71223420939583
1;2016;"Cabourg";49,25;0;114960,782968935;0,730540519520833;2,477580718525;3,71424977322024
1;2016;"Le Cornard";46;0;124130,471224345;0,811820636032738;2,49213884328274;2,88242984627679
1;2016;"Loguivy";48,75;0;108456,672807298;0,795393025065476;2,36193073527024;3,41868855797619
1;2016;"Men er Roue";47,5;0;129397,729324679;0,766123737276786;2,59758334887649;3,02071725810833
1;2016;"Ouest Loscolo";47,5;0;129397,729324679;0,766123737276786;2,59758334887649;3,02071725810833
1;2016;"Point 1 Boulogne";50,75;1,5;104401,125226071;0,754232192800595;3,64736182468268;4,61015495310268
1;2016;"Teychan bis";44,75;0;128745,371081548;0,855089092976191;2,28919445226095;1,94782289766548
1;2016;"les Hébihens";48,75;0;108456,672807298;0,795393025065476;2,36193073527024;3,41868855797619
1;2017;"Antifer ponton pétrolier";49,75;0,25;105851,316655309;0,719710644157738;3,34439420628869;-1,0560924411131
1;2017;"Arcachon - Bouée 7";44,5;0;172703,030111012;0,568825603831548;1,06159496866875;-0,660587545282738
1;2017;"At so";50,25;1,5;96286,5429569939;0,710502951022321;3,11471112631116;-0,771035205758929
1;2017;"Auger";45,75;0;149723,527943155;0,666108059490476;0,520503034613095;-0,8046468975
1;2017;"Cabourg";49,25;0;107354,915373018;0,724460975883929;2,03227600003274;0,0458802187470238
1;2017;"Le Cornard";46;0;144123,257901786;0,691340894959821;0,551680740225595;-0,830176743189286
1;2017;"Loguivy";48,75;0;99459,3204109106;0,759631507747619;1,77890115692917;0,0276456720059524
1;2017;"Men er Roue";47,5;0;109642,714640059;0,788401498595238;1,3941405902381;-0,17919914181369
1;2017;"Ouest Loscolo";47,5;0;109642,714640059;0,788401498595238;1,3941405902381;-0,17919914181369
1;2017;"Point 1 Boulogne";50,75;1,5;96384,017696732;0,718260403699702;3,44202978888988;-0,798588630011905
1;2017;"Teychan bis";44,75;0;168573,316812202;0,585027546633036;0,869739623458631;-0,769004166607143
